id,otel_id,otel_ad,yorum
502,130,Dragut Point North Hotel,Bazi personelleri ilgiliydi
503,130,Dragut Point North Hotel,Her sey cok kotuydu cok pismanim
504,130,Dragut Point North Hotel,Calisan personeller cok ilgili alakaliydi
505,130,Dragut Point North Hotel,Oda temizligi konusunda biraz daha hassas davranilmasi gerekir.
506,15,Champion Holiday Village,Konum alan mekan cok guzel ama yonetebilmek tabiki hepsinden onemli
507,15,Champion Holiday Village,Konum Animasyon hizmetleri
508,15,Champion Holiday Village,"Yemek ve icecek servis ve kalitesi dusuk.  Yiyecek ve icecekler sinirli miktarda servis edilip bitiyor, sonrasinda eksikler yerine konmuyor.  Tesisin genel temizligi yeterli degil."
509,15,Champion Holiday Village,Genel olarak memnun kaldik
510,15,Champion Holiday Village,"Doga icersinde mukemmel bir yere sahip.personelleri hepsi guler yuzlu ve ilgili, daha otele giriste guvenlik personellerinin sizi karsilamasindan anlayacaksiniz ki calisanlarin hepsi ilgililer."
511,15,Champion Holiday Village,"Oda klimalari belirli saatlerde kendiliginden aktif oluyor, istediginiz zaman kullanamiyorsunuz"
512,15,Champion Holiday Village,Yemek harikaydi. Ortam cok guzel ve yesildi. Misafirperver davrandilar ve fazladan yarim gun boyunca ucretsiz hizmet verdiler.
513,15,Champion Holiday Village,"Sahilde cok tas vardi ve uygun degildi. Alkollu icecekler kalitesizdi ve alkolsuz gorunuyordu. Eglence ekibi zayifti. Dans pisti yok, muzik yok, disko yok, cok uzulduk."
514,75,Yasmin Bodrum Resort,Denizi ve plaji guzel. Yemekler lezzetli ama aksam yemegi menusu biraz zayif. Personeller de iyiydi.
515,75,Yasmin Bodrum Resort,"Odadaki aksakliklar cok fazlaydi. 3. kisi icin hic bir havlu, carsaf vb malzeme koyulmamis. Dusakabindeki sabunluk bozulmus, sampuan akmiyordu. Ilk gun odada yalniz dus alan kisi sampuansiz yikanmak zorunda kaldi. Ayni zamanda gideri de tikanmisti. Banyo asiri kucuktu, iceri bir kisi girerken zorlaniyordu. Makyaj aynasi ve boy aynasi da yoktu. Bu kadar kucuk oda, standart oda yerine, ekonomik veya firsat oda olarak satilmali."
516,75,Yasmin Bodrum Resort,Konum hizmet mutfak
517,75,Yasmin Bodrum Resort,Yok denecek kadar az restaurantta izgara dumani ruzgar ters estiginde insanlara geliyor canli muzik barinda personel eksik gece hamburger ekmekleri genellikle kuru
518,75,Yasmin Bodrum Resort,"Hizmet, aktivite, temizlik, personel yaklasimi cok iyi."
519,75,Yasmin Bodrum Resort,Havuz kenarlarinda biriken sac topaklarinin dikkate alinnip temizlenmesi gerekmekte.
520,75,Yasmin Bodrum Resort,Havuz ve yemekler gayet guzel
521,75,Yasmin Bodrum Resort,Basta resepsiyon olmak uzere personel kalitesi 5 yildizli otelle alakasi yok
522,75,Yasmin Bodrum Resort,Calisanlar ilgili. Herkes yardimci olmaya calisiyor. Odalar temiz.
523,75,Yasmin Bodrum Resort,Cocuklu ailelerin geldigi bir hotel ama cocuklar icin havuzda bir su parki yok. Sadece kaydirak o da konudan cok uzakta. Duz bir havuz zaten yukarida var. asagidaki havuzun biraz daha cocuklara yonelik olabilecegini dusunuyorum.  Snack Bar'dan 1 kere yiyebildik. Genel anlamda malzeme kalitesi dusuk. Market urunleri ile yapilan urunler.  Ana yemek ise daha cesitlendirilebilir. Hemen hemen hersey ayni cikiyor.
524,75,Yasmin Bodrum Resort,"Konum, deniz temizlenmis bu olumlu.Yemek kalitesi ve surekliligi guzel. Lobi ve cevresinde hizmet veriliyor ama biraz daha iyilestirilebilir. Kapasite az daha artirilmali."
584,132,Mio Mare Resort,"Klima calismiyordu,camda sineklik yoktu,balkonlu rezervasyon yapmamiza ragmen balkonsuzdu. Yemekler cesit az ,her gun tavuk vardi. Cok da vakit kaybetmeye gerek yok.Kotuydu."
585,450,Relax Beach Hotel,Fiyat performans
525,75,Yasmin Bodrum Resort,"Otelde araclari teslim alanlar, yeterince musteri takibi yapamadi. Araci cikis yapacagimiz gun getirdiler park ettiler. Anahtarlari verdiler buraya kadar sorun yok. Esyalari yerlestirmeye muteakip araci cekelim diye tekrar anahtari aldilar. Ve ben yola cikarken anahtari talep etmedigim icin anahtar otelde kaldi. Yani benum takip etmem gerekiyormus! Otelden 40 km kadar mesafede acilmisim. Unuttugumu farkedince arayip gonderebilirmisiniz dedim, hayir crvabi aldim! Tekrar o kadar yolu aldim ve 2 saat toplam sure kaybettim.1200 km, kahramanmarasa gidiyorum, Dolayisiyla yolum geceye kaldi, ve yolda kaza yaptim. Suanda da konyadayim. Kazayi onlara baglamiyorum ama 2 saat kaybetmeseydim, belki karsima domuz surusu cikmayacakti.Gerisini siz yorumlayin."
526,75,Yasmin Bodrum Resort,Deniz guzeldi. Oda temiz .  Yemekler super ve cok cesitli degil ama lezzetliydi. Garsonlar ilgiliydi . Her zaman Turk kahvesi olmasi guzeldi.
527,75,Yasmin Bodrum Resort,"Ultra hersey dahil konsepti icin yabanci ickiler cok yetersizdi Rus ucuz ickiler hic olmamis.  Bar sayisi yetersiz, aksam tek noktada kahve olmasi eksiklik."
528,75,Yasmin Bodrum Resort,"Resepsiyon ,animasyon, ekibi dahil tum calisan kardeslerim ,arkadaslarim cok saygili ve guler yuzluydu . Hepsi cozum odakli ve cok ilgiliydi. Bazi kotu yorumlar okumustum ama bunlarin bir cogunun kisilerin kendisi ile alakali oldugunu dusunuyorum."
529,75,Yasmin Bodrum Resort,"Aksam yemeginde ozellikle kalabalik aileler Kendileri gec saatte inip , onden cocuklarini gonderip birkac  masa birden ayirmalari gibi. Boyle bir sikinti ve gerginlik yasadik hanimefendinin birinin hakaretleri ve edepsizlikleri karsisinda diger misafirlere haksizlik ve terbiyesizlik olmamasi adina susmak durumunda kaldik. Yine bir baska misafirin yasadigi sikintiya denk geldim gozleme almak icin insanlar sirada beklerken localara aradan hizmet verilmesi .bu da cok rahatsiz edici parayi veren dudugu calar misali cifte standart ve beyefendi birkac senedir otel musterisi oldugunu soylemisti. genel anlamda hakikaten guzeldi gidilebilir bir aile oteli."
530,75,Yasmin Bodrum Resort,"Tum personel cok ilgili ve guler ygzluydg, gerek konumu gerek havuzu ve denizi superdi. Sezlong sorunu yasamadik. Havlunu istedigin zaman degisim yapabilmemiz ve tum saatlerde dondurma bulunmasi. Animasyonlari ve pastanesi hersey cok guzeldi. Tesekkur ederiz  Bodrum Yasmin Resort ailesi."
531,75,Yasmin Bodrum Resort,Aguadaki gorevlinin ilgisiz ve dikkatsiz olmasi ve dus suyunun aksamlari soguk akmasi.
532,75,Yasmin Bodrum Resort,"Plaji ve denizi harikaydi. Hizmet kalitesi yuksek, huzurlu bir tatil gecirmek icin ideal"
533,75,Yasmin Bodrum Resort,Denizi mukemmeldi.
534,75,Yasmin Bodrum Resort,Aksam cocuklar icin yapilan etkinlikler ve animasyonlar guzeldi. Aksam yemeklerinde mangalda pisirilen balik ve et urunleri de lezzetli ve yeterliydi. Oteli genel olarak begendik. Dinlendirici ve keyifli bir tatil oldu.
535,75,Yasmin Bodrum Resort,"Aquapark kisminda olasi kazalarin onune gecmek amaciyla kaydirak giris ve cikisina es zamanli cankurtaran konulmasi gerekiyor.  Clup odalarin yokusta olmasi, Buggy araclarin olmadigi durumlarda yorucu oluyor."
536,75,Yasmin Bodrum Resort,"Calisanlar cok iyiydi,yiyecek ve icecekler mukemmeldi,havuz ve plaj mukemmeldi.Odalar genis,temiz ve ferahti."
537,75,Yasmin Bodrum Resort,Olumsuz hicbir sey yok.
538,75,Yasmin Bodrum Resort,Yemeklerin malzemesi iyi.  Personel guler yuzlu. Havuz ve deniz alani cok iyi
539,75,Yasmin Bodrum Resort,Oda temizligi cok kotu.  Yerler ve lavabolar temizlenmiyor
540,75,Yasmin Bodrum Resort,Deniz cok guzel
541,75,Yasmin Bodrum Resort,"Hijyen yetersiz , personel eksik . Ortak alanlar yetersiz"
542,75,Yasmin Bodrum Resort,Konum olarak cok guzeldi
543,75,Yasmin Bodrum Resort,Oda temizleme kisminda biraz eksiklik vardi sadece havlu degisimi yapildi
544,75,Yasmin Bodrum Resort,"Otele girdiginiz andan itibaren resepsiyonda bekledigimi hatirlamiyorum. Oda hazirdi. Gorevliler seri sekilde refakat ettiler. Restoran, ala carte, 24 saat acik kafeterya ve animasyonda gorevli tum personele tesekkurler. Bu benim 2nci yaz donemi gidisim onumuzdeki yaz yine gorusmek dilegiyle..."
545,75,Yasmin Bodrum Resort,"Konum , deniz , animasyonlar, cocuk etkinlikleri cok cok iyi ."
546,75,Yasmin Bodrum Resort,"ozellikle yemek saatlerinde hicbir hizmet alamadik , kirli masalari kendimiz temizleyip , temiz catal bicak arayip , masamizi kendimiz Hazirladik , tabaklar catal bicaklar tam temiz degildi , oda temizligi cok zayif"
547,75,Yasmin Bodrum Resort,"Yemekler,animasyon ve deniz"
548,75,Yasmin Bodrum Resort,Odalarin eskiligi
549,75,Yasmin Bodrum Resort,Yemekleri temiz oda temiz personel iyi
550,75,Yasmin Bodrum Resort,Otelde karsilayan joly tur gorevlisi cok kotu bizi kandirdi. Otelde sinek var dedik otelde umursamadi.antalyanin her tarafi sinekmis buyuksehir belediye yeterli ilaclama yapmiyormus. Onlari bile aradik otelin cevresini ilaclayip gece imza almaya geldiler
551,75,Yasmin Bodrum Resort,Deniz ve havuz oldukca iyi. Temizlik iyi.  Yemekler iyi sayilir.
552,75,Yasmin Bodrum Resort,Ama cok iyi personeller olmasina ragmen cok kalitesiz ve ne yapacagini bilmeyen vasifsiz diyebilecegimiz personeller otelin tum iyi yonlerini yok ediyor.
553,75,Yasmin Bodrum Resort,"Otelin konumu, buyuklugu cok guzel ama hizmette aksamalar var. Personellerle sohbet ettigimizde onlarin da memnuniyetlerin dusuk olduklarini anladik. Hizmet konusunda bazi konular oturmamis. Odalar her gun temizlenmiyor. Ilk gittigimiz gun odanin kapisi acilmadi yanlis anahtar verilmis, 1 saatten uzun sure kapida bekledik. Clup odalar ana binaya cok uzak oldugu icin esyalari da kapida birakip gidemedik. Odalara giden araclar yetersiz geliyor, sarji cabuk bittigi icin beklemek durumunda kaliyorsunuz."
554,75,Yasmin Bodrum Resort,Yemekler yeterli. Cesitleri guzel. Hizmet olarak sunduklari alternatif yemek cesitleri cok guzel. Hamburger pizza pide lahmacun. Ortam yesillik huzur verici
555,75,Yasmin Bodrum Resort,Personel cok zayif. Kotu niyetli degiller ama yetersizler. Her barda kuyruk beklemek sikici. Oda duzeni yeterli am temizlik biraz daha iyi olabilir.
556,75,Yasmin Bodrum Resort,"Animasyonlari guzeldi, denizi temiz ve berrakti."
586,450,Relax Beach Hotel,Bardaklar tabaklar gercekten pis
587,450,Relax Beach Hotel,"Fiyatina gore gayet guzel bir oteldi , oda temizligi yeterliydi,yemekler cesitli ve lezzetliydi."
588,450,Relax Beach Hotel,Deniz kayalikdi maalesef
557,75,Yasmin Bodrum Resort,"Otelin ciddi anlamda temizlik ve hijyen sorunu var. Calisanlarin basinda onlari denetleyen kimse yok. Restoranda yemek tabaklari ve bardaklar hep kirli ve lekeli. Odamizin kapisinda ilk geldigimiz gun bizi kirli bulasiklar karsiladi. Biz gun icerisinde kaldirilir diye bekledik. Ancak konaklama suremiz boyunca her gun (sozde) oda temizligi yapildigi halde, kapida bekleyen kirli bulasiklari kimse almadi. Korkarim ki hala orda kuflenip coktan bocek uretmislerdir. Ayrica ultra hersey dahil konseptinde bir otel oldugu icin minibarin her gun yenilenecegini soylediler, ancak konaklama suremiz boyunca minibar asla yenilenmedi."
558,75,Yasmin Bodrum Resort,Yemekler cok guzel deniz plaj havuz ve personel hizmeti mukemmeldi
559,75,Yasmin Bodrum Resort,Odalari daha iyi olabilir
560,75,Yasmin Bodrum Resort,"Yemekler , imkanlar , denizi havuzu guzel."
561,75,Yasmin Bodrum Resort,"Oda temizligi birazdaha iyi olabilirdi cok temiz bulamadik.  birde marketteki  bayan musterilere cok kotu davraniyor  tamamen rezaletti , malini satana kadar sattiktan sonra yuzunuze bakmiyor. Bebegimiz icin simit aldik patlak Cikti hicbir sekilde orali olmadi ukala ukala cevaplar verip tartismaya giriyor. Otelinizi kotu imaj birakiyor. Oteldeki tatilcilerlede konustugumuzda onlarda ayni sekilde soyluyorlar marketci hakkinda cok kotu diye"
562,75,Yasmin Bodrum Resort,Calisanlarin guleryuzlu ve ilgili olmalari
563,75,Yasmin Bodrum Resort,Personel inanilmaz enerjik ve guler yuzlu deniz ve sahil mukemmel
564,75,Yasmin Bodrum Resort,Odalar cocuklu aile icin riskli basamak var odanin icinde ses yalitimi berbat hic hali olmadigi icin koridorda gecen herkesin sesi oda da temizlik ozensiz
565,243,Xanadu Island Bodrum,"Personelin tamami guleryuzlu, ilgili, idarecilerin takibi cok iyi , restoran seflerinin hazirladiklari yemeklerin basinda gururla beklemesi ve yaptiklari isten duyduklari mutluluk bizlride memnun etti, rosebud barda adeta sehirdeki barlarda alabilecegimiz hizmet ve urun kalitesi sunulmasi ayrica guzel, eglencenin dozunda ve yeterli olusu dinlenmemizde etkili oldu, deck 1 uzerindeki cim alanlarin genisletilmesini begendik, odalarin artik yenilenme zamani gelmis, bakimli ama bir mimar olarak demode kalmis, ancak yazlik yerlerde odalara cok takilmamak lazim, yataklar rahat ve temizlik cok iyiydi."
566,243,Xanadu Island Bodrum,"Grup olarak gelen ailelerin deckte cok yuksek sesle  konusmasi ve kendilerinden baska kimse yokmus gibi davranmasi tesisin sorumlulunda olmasada, deck ve cim alanlarda uyari levhalari gormek isteriz(telefonla yuksek sesle konusulmamasi ve dinlenenlere saygi gosterilmesi hususunda ) decklerin tamamina  cocuk yas sinirlamasi gelmesi bence olumlu olacaktir."
567,243,Xanadu Island Bodrum,"Oteli,konumunu yemeklerini denizini cok begendik. Calisanlar cok profesyonel ve guler yuzluydu tum taleplerimizi yerine getirmek icin ellerinden geleni yaptilar. Otelde her sey dusunulmustu su da olsaydi iyi olurdu diyebilecegimiz hicbir sey yoktu her seyi dusunmusler. Odalar restaurantlar, havuz deniz iskele giyinme kabinleri her yer cok temizdi. simdiye kadar gittigimiz oteller arasinda en cok bu oteli begendik kesinlikle tavsiye ediyoruz. otelden ayrilirken her birimize yolculukta ihtiyacimiz olabilecek su ve yiyeceklerin oldugu bir paket dahi hazirlayip vermislerdi. cok guzel karsilandik cok  guzel ugurlandik."
568,243,Xanadu Island Bodrum,Gecirdigimiz 2 gece 3 gunluk tatilimiz cok iyi gecti yemekler temizlik mukemmeldi calisanlar guler yuzlu ilgili mukemmel bir otel kalite ve sakinlik huzur dolu bir tatil  tekrar gelecegiz
569,243,Xanadu Island Bodrum,Suit Odamizin konumunu begenmedigimde dizlerimde sorun yasadigimdan bizlere yardimci olan Ali Bey ust sinif Royal Suit te konaklama imkanini saglayabileceginizi bildirdi.Bu jestinizden cok memnun kaldik.Tesekkurler.
570,243,Xanadu Island Bodrum,Verdigimiz paranin karsiligini fazlasi ile karsilayan bir yer oldu.Otele ilk girdigimizden cikis yaptigimiz ana kadar tum personelin ilgisi ve guleryuzu hic degismedi.Yemeklerin ve iceceklerin cesitliligi gayet yeterliydi.Oda ve ortak kullanim alanlarin temizligi takdire sayandi.Her sey icin cok tesekkur ederim.
571,39,Limak Atlantis Deluxe Hotel Resort,Otelde surekli bir cop kokusu var. Barlar havuzlar odalar kokuyor
572,39,Limak Atlantis Deluxe Hotel Resort,"restaurant personeli, yiyecekler, tatlilar,"
573,39,Limak Atlantis Deluxe Hotel Resort,"icki kalitesi, deniz (klasik Belek denizi bir Kemer degil), cok buyuk olmadigi icin olanaklari sinirli, kahvelerin tadi,"
574,39,Limak Atlantis Deluxe Hotel Resort,Guler yuzlu personel yemekler deniz ve konum  mukemmel
575,39,Limak Atlantis Deluxe Hotel Resort,Odalar iyi ancak inanilmaz derecede hijyen sorunu vardi iki keze resepsiyona uyari yapip temizlik istedik ama sonrasi gene sorulu devam etti carsaf ve yastikla lekeli lavabolar a hic bakilmiyor
576,132,Mio Mare Resort,"Denizi mukemmel, Sahil temiz, sezlong sayisi yeterli,deniz kenarinda yer bulma sikintisi yasamazsiniz"
577,132,Mio Mare Resort,"Temiz Bardak, catal bicak gibi malzemeleri bulmak cok zor, bitince yerine yenisi konmuyor. Yemeklerde hem cesit az, hem de lezzeti iyi degil."
578,132,Mio Mare Resort,Harika bir konumu var
579,132,Mio Mare Resort,Daha az cesit ancak daha keyifli yemek ve icecek olabilir
580,132,Mio Mare Resort,Otelin olumlu olan 2 tane ozelligi var biri denizi ki bu otelin sahip oldugu bir sey degil digeri ise gunde 11-12 saat calismalarina ragmen hep guler yuz gosteren otel personeli. otel personeli dedigim kesim alt kesim yonetici ve mudur anlaminda kimse sizinle ilgilenmiyor zaten
581,132,Mio Mare Resort,YORUMLARI OKUYUP OTELI TERCIH EDENLER SONUNA KADAR OKUSUN LUTFEN  1. Odalarda malesef cok kotu sekilde rutubet nem ve kuf kokusu vardi.  2. Odalar temiz degil her yerinde sivrisinek olusu kanlari duvarlarda masalarda Koselerde Orumcek aglari var ve iclerinde orumcekte var yani gorulmemesi imkansiz ama temizleme geregi duymamislar  3. perdelerde sigara yaniklari vardi les gibiydi 4. Balkon hic temizlenmemis  5. oda servisi 4 gece 5 gun kaldik 1 kere bile carsaf ve havlu degisimi yapmadi zaten 1 kere temizlige geldi   bunun disinda yemekler rezildi lezzet yok. genel olarak otelde kanalizasyon kokusu vardi.   ilk gun resepsiyona ve oteldeki tatilsepeti ve gezinomi gorevlisine bunlari anlattik 3 gun bizi odayi degistiricez diye oyaladilar. TATIL SEPETI VE MIO MARE yuzunden rezil bir tatil oldu
582,132,Mio Mare Resort,Plaji iyi.
583,132,Mio Mare Resort,Otelin alt katlarinda bulunan odalarda lagam patladi ve butun tatilimiz rezalet gecti. Yemekler kotu. Odalar kuf kokuyor. Otelin fotograflarla hicbir ilgisi yok. Isletme sahipleri ilgisiz muhattap bulamadik 2 saat. Fiyati asiri yuksek.
841,52,Orange County Kemer,Parkyeri ama yapacak birsey yok
589,450,Relax Beach Hotel,"Denize yakinlik, havuz, anayola yakinlik, calisanlarin samimiyeti, orta buyuklukte bir yer olmasi, Cihat Bey."
590,450,Relax Beach Hotel,Sonuna ve hamam ucretsiz olsa daha mutlu olurduk.
591,450,Relax Beach Hotel,olumlu yonu salatalar fena degildi Personel elinden geleni yapmaya calisiyor zaten o tesis personel sayesinde ayakta duruyor diye dusunuyorum
592,450,Relax Beach Hotel,Personel iyi fakat yonetim ve patron mantigi degismeli.
593,450,Relax Beach Hotel,Otel aktiviteleri cok guzel heryer piril piril hergun oda temizligi yapiliyor ekstra temizlik ihtiyacimizin bile yardimci oldular
594,450,Relax Beach Hotel,Turk kahvesinin ucretli olmasi:)
595,40,Limak Lara Deluxe Hotel Resort,Personel guleryuzlu ilgiliydi. Odamiz buyuk ve temzdi. Eksiklikler oldugunda hemen yardimci oldular
596,40,Limak Lara Deluxe Hotel Resort,Yillardir tatil sepetiyle otellere gidiyorum. Bu yil bizimle ilgilenecek tatil sepeti elemani yoktu oteli anlatp tanitacak kimse yoktu. Animatorler cok kotuydu ilgisizdiler
597,40,Limak Lara Deluxe Hotel Resort,Otel hic reklam yapmadan yaklasik 15 depremzede cocugu misafir etti. Onlar da bizimle birlikte tatil yaptilar. Limak Lara yi ayrica tebrik ederim.
598,40,Limak Lara Deluxe Hotel Resort,Havuz sulari cok sicak. Havuz suyu biraz daha serin olabilir.
599,40,Limak Lara Deluxe Hotel Resort,"Yemekleri oldukca leziz, patiserie gayet basarili, denizi guzel, Oda temizligi cok iyi"
600,40,Limak Lara Deluxe Hotel Resort,Giris alanini ve lobi kismini yenilemeleri lazim. Karanlik ve daraltici bir atmosferi var. Karsilama ve lobi personelleri daha guler yuzlu olabilir. Son 3 gun buyuk havulzardan birinin filtresi bozuldu cok gec cozum bulundu.
601,40,Limak Lara Deluxe Hotel Resort,"Giris guvenlikten baslayarak lobi, rest, cafe, pastane, snack, house keeping tum alanlarda motive, guleryuzlu ve ilgili persoenel olmasi gercekten cok iyi bir tatil gecirmemizi sagladi.  cocuklu aileler icin havuz , oyun alanlari temiz ve guvenliydi, her alandaki WC ler her an tertemiz ve bakimliydi.  yiyecekler cesit, hijyen ve lezzet olarak gayet yeterliydi. rest calisanlari son derece ilgili ve hizli servis yaptilar.  en son otelden ayrilirken yaptiklari jest ise gercekten misafirlere verdikleri onemin gostergesiydi., bizi ugurlarken yol icin bir yiyecek icecek paketi hazirlamalari gercekten cok ince bir davranisti. tesekkurler"
602,40,Limak Lara Deluxe Hotel Resort,"otel ile alakali olumsuz bir yon yok ancak  , ulasim ile ilgili olarak Google Maps te iki ayri adres gorunuyor ve biz ilk olarak yanlis konuoa gittiki bu da 15 dk extra bir yolculuk yapmamiza sebep oldu,"
603,40,Limak Lara Deluxe Hotel Resort,"Temizlik, konfor ve yemekleri konusunda oldukca basarili bir otel."
604,40,Limak Lara Deluxe Hotel Resort,"Animator arkadaslar ellerinden telefonu dusurmuyor sorulara bile zorla cevap veriyorlar. Personellerin birbirinden haberi yok. 3 gunluk konaklamada her kahvaltida defalarca cay istedik hepsinde 15-20 dk sonunda zorla geldi.  Bar alanlarinda personellerin surekli birbiriyle argo ve sikayet konusmalari, laubali davranislari rahatsiz ediyor. Otelden cikis yapacagim gun 5 dk icerisinde hem odaya gelip hemde 2 kere telefonla arayip cikis icin sikistiriyorlar."
605,17,Club Side Coast Hotel,"Yeme, icme, temizlik cok iyiydi, gunun her saatinde yemek, gozleme, snack vb var, ozellikle Turk gecesi gunu yemekler harikaydi, icli kofte, cig kofte, Ali nazik, tantuni , baklava vb... 2 adet havuz var , her ikisinde de 2 bantli kaydirak var , 2 saat sabah 2 saat ogleden sonra acik... Icecekler votka,cin,viski, raki,bira, sarap hepsi konsepte dahil. Her aksam dondurma ikramlari da ayrica guzel. 3 gece kaldik her gece canli eglence vardi..."
606,17,Club Side Coast Hotel,"Denize biraz uzak , servis hizmeti var ama aksam 17.00'da son servis,."
607,17,Club Side Coast Hotel,Snack barin hemen arka kismi tuvaletler var ve catilari bir ve acik yemek pisirildiginde tuvaletlerden cikan bakteri ve mikroplar hemen yemeklerin ustune konabilir bence tuvaletlerin ustu kapatilmasi gerekiyor
608,17,Club Side Coast Hotel,"Deniz, havuz iyi"
609,17,Club Side Coast Hotel,Ana yemekler berbat. Hicbir sey yiyemiyorsunuz. Kofteler tavuk karisimi. Kirmizi et izgara hic cikmadi.
610,17,Club Side Coast Hotel,Otel calisanlari otelde mukemmel
611,17,Club Side Coast Hotel,Denizi ve plaji guzel servis hizmeti iyiydi
612,17,Club Side Coast Hotel,Yemekleri cok kotu corba cesiti yok icecek kalitesi cok dusuk odalardaki yataklar iyi degil televizyon da cocuk kanali yok 3 adet kanal cekiyor
613,17,Club Side Coast Hotel,Animator arkadaslar cok samimi ve ilgiliydi. Bar bolumundeki arkadaslar da gayet iyiydi. Resepsiyon ve teknisyen bolumu sorunlara kisa surede bizi yormadan cozum buldu veya yol gosterdi. Temiz ve guvenilirdi
614,17,Club Side Coast Hotel,Yemek daha iyi olabilirdi. Kokteylleri ucretli olmasi  Mini bara sadece ilk gun kola ve Fanta koymuslar zenginlestirilebilirdi. Son gun havlu koymamalari ve Turk gecesindeki yemek kaliteleri dusuktu
615,244,Xanadu Resort Hotel,Cok memnun kaldim. Bir hafta sonra tekrar gidecegim
616,244,Xanadu Resort Hotel,Yok. Ama et yemegi izgara et azalmis
617,244,Xanadu Resort Hotel,"Bahce peyzaji cok iyi, calisan personel kalitesi cok iyi, her zaman guler yuzlu ve yardimcilar, yemekler lezzetli, icecekler kaliteli, sahil ve havuzlar guzel"
618,244,Xanadu Resort Hotel,"odalar biraz eski, otopark yetersiz, yataklar cok rahat degil"
619,244,Xanadu Resort Hotel,Personel mukemmel
620,244,Xanadu Resort Hotel,"Temiz,ozenli bir tesis.Memnuniyet icin ellerinden geleni yapiyorlar."
621,244,Xanadu Resort Hotel,Personel cok ilgili
622,244,Xanadu Resort Hotel,Daha buyuk havuz Aquapark olabilir
623,133,Bitez Garden Life,Yemekler kotu plajda senzlog az
624,133,Bitez Garden Life,Calisan arkadaslar guler yuzlu ilgili ve saygililar otelin konumu denize cok uzak degil otelin bulundugu yer agaclandirma yesillik olarak gayet guzel
625,133,Bitez Garden Life,Yemekler bizi resmen baydi ayni yemegin ertesi gun farkli bir versiyon da yedik daha sonraki gun ayni yemegi daha farkli bir esit olarak tekrar yedik cok kotuydu
626,133,Bitez Garden Life,Personel anlaminda cok ilgililer.
627,133,Bitez Garden Life,Ama verilen konaklama hizmetindeki aksaklik konusunda giderilmesi icin islevsel acisindan bir karsiliklari yok
628,133,Bitez Garden Life,Calisanlarinizi misafirlerinizin yaninda azarlayici bir sekilde konusuyordunuz. Bunu dikkate alsaniz iyi olur.
629,757,Signature Alacati,Otel sahibi calisanlar konum hizmet olarak super herkese tavsiye ederim zaten inanilmaz guler yuzluler tekrar giderim
630,77,Altis Resort Hotel Spa,Bulundugu yer ve otel bahcesi guzel
631,77,Altis Resort Hotel Spa,Oda temizligi yemek kalitesi ve calisanlarin egitimi yetersiz
632,77,Altis Resort Hotel Spa,"Personeller ilgili ve guler yuzlu. Yemekler lezzet ve cesit olarak iyi. Odalar ve havuzlar temiz. Tesisin konumu ve peyzaji guzel. Memnun kaldik, tekrar gitmek isteriz"
633,77,Altis Resort Hotel Spa,Aksam vakitleri etkinliklerin az ve benzer olmasi.
634,77,Altis Resort Hotel Spa,Denizi guzel bir tatil oldu
635,77,Altis Resort Hotel Spa,"Oda konforu, ozellikle banyolar kotu idi, Yemekler daha iyi olabilir"
636,77,Altis Resort Hotel Spa,"Havuz, Aqua park, deniz ve kumsal mukemmeldi. Yemekler taze ve lezzetliydi."
637,77,Altis Resort Hotel Spa,"Oda, yata konforu kotu. Meyve suyu icecek cesitleri cok kotu. Dondurma cesitleri cok kotu."
638,41,Limak Limra Hotel Resort,"Denize yakinligi ,yemekleri guzeldi."
639,41,Limak Limra Hotel Resort,Evcil hayvanlarin havuza ve denize sokulmamasi gerekiyor.Sirf bu yuzden bir sonraki sene baska bir otel tercih edecegim
640,41,Limak Limra Hotel Resort,Resepsiyondaki personelin tamami yardimsever..pastane bolumundeki sorumlu bayan arkadasin is disiplini gayet olumlu
641,41,Limak Limra Hotel Resort,Arac park etmek konusunda misafirlerinizi kapidaki personelinizin otel disina yonlendirmesi ve caresiz birakmasi cok hos olmadi
642,41,Limak Limra Hotel Resort,"Réception, ozellikle Mecit Bey cok ilgiliydi"
643,41,Limak Limra Hotel Resort,Otel cok eskimis.. Dolayisiyla temiz tutmalari kolay degil.. Yiyecek icecek kalitesi cok gerilemis
644,41,Limak Limra Hotel Resort,Harika bir otel. Elestirebilecegim hic bir durum yoktu
645,134,Astoria Beach Hotel,En cok sevdigim ozelligi arap kisilerin olmamasi
646,134,Astoria Beach Hotel,Kasik catal ve bardaklar temiz degildi
647,134,Astoria Beach Hotel,Beklentilerimizi karsiladi.
648,134,Astoria Beach Hotel,Tek olumsuz diyecegim konu kaldigimiz odada banyo havalandirma penceresinin olmamasindan dolayi  nemin ve kokunun odaya yayilmasiydi.
649,134,Astoria Beach Hotel,"Ozellikle yemekleri oldukca kotuydu, birgun oncesi sabah kahvaltisinda derin yagda pisirilen boreklerin yeniden onumuze konmasi, kahvaltida hergun ayni urunler olmasi, diger ogunlerde de kotu pisirilmis yemekler olmasi cok kotuydu. Icecekler suyla karistirilmis gibi, soguk degil, garson bulmak cok zor. Otopark sorunu cok fazla. Plajda  otelin yeri yok, hep koylara gitmek zorunda kaldik. Oteli tercih eden kisi profili de kotuydu. Sonuc olarak 4 yildizi neyine vermisler bu otelin anlam veremedim."
650,134,Astoria Beach Hotel,Yeri tam merkezde
