otel_ad,fiyat,SVR Predicted Price,RF Predicted Price,SVR Price Difference,RF Price Difference,SVR Fair Price Percentage,RF Fair Price Percentage,SVR Fair Price Range,RF Fair Price Range
Olimpos Beach Hotel By Rrhr,10500.0,11506.1,10789.8,-1006.1000000000004,-289.7999999999993,9.58,2.76,Slight Overpriced,Fair
Sisyphos Hotel Patara,5100.0,9516.3,8242.2,-4416.299999999999,-3142.2000000000007,86.59,61.61,Significantly Overpriced,Significantly Overpriced
Side Amour Hotel,9750.0,9897.7,11069.3,-147.70000000000073,-1319.2999999999993,1.51,13.53,Fair,Overpriced
Siesta Beach Apart Hotel,7920.0,12219.3,10370.0,-4299.299999999999,-2450.0,54.28,30.93,Significantly Overpriced,Significantly Overpriced
Romance Beach Hotel,13230.0,12810.3,12163.1,419.7000000000007,1066.8999999999996,3.17,8.06,Fair,Slight Overpriced
Sofa Kaleiçi,12495.0,11000.1,16054.6,1494.8999999999996,-3559.6000000000004,11.96,28.49,Overpriced,Significantly Overpriced
Hedef Resort Hotel Spa,10200.0,13731.6,14289.5,-3531.6000000000004,-4089.5,34.62,40.09,Significantly Overpriced,Significantly Overpriced
Porto Bello Hotel Resort Spa,21600.0,14070.4,20936.6,7529.6,663.4000000000015,34.86,3.07,Significantly Overpriced,Fair
Lrs Port River Hotel Spa,15951.0,13786.7,22530.0,2164.2999999999993,-6579.0,13.57,41.25,Overpriced,Significantly Overpriced
Crystal Admiral Resort Suites Spa,37440.0,16700.9,32526.4,20739.1,4913.5999999999985,55.39,13.12,Significantly Overpriced,Overpriced
Sirene Luxury Bodrum,39281.0,13337.5,36226.9,25943.5,3054.0999999999985,66.05,7.78,Significantly Overpriced,Slight Overpriced
Solis Beach Hotel,3400.0,9906.1,9462.3,-6506.1,-6062.299999999999,191.36,178.3,Significantly Overpriced,Significantly Overpriced
Sunrise Queen Luxury Resort Spa,27404.0,17375.8,26453.7,10028.2,950.2999999999993,36.59,3.47,Significantly Overpriced,Fair
Spilos Gümüldür Hotel,4312.0,10669.6,9476.5,-6357.6,-5164.5,147.44,119.77,Significantly Overpriced,Significantly Overpriced
Sun Arzum Bungalow,7360.0,8238.1,7285.5,-878.1000000000004,74.5,11.93,1.01,Overpriced,Fair
Soliport Hotel Spa Alaçatı,18360.0,11142.5,15635.6,7217.5,2724.3999999999996,39.31,14.84,Significantly Overpriced,Overpriced
Surga Alaçatı,26432.0,9018.2,8367.9,17413.8,18064.1,65.88,68.34,Significantly Overpriced,Significantly Overpriced
Suite Laguna Otel,20904.6,7610.1,16343.1,13294.499999999998,4561.499999999998,63.6,21.82,Significantly Overpriced,Significantly Overpriced
Holiday Park Resort Hotel,15300.0,14243.5,18001.7,1056.5,-2701.7000000000007,6.91,17.66,Slight Overpriced,Overpriced
Orange County Kemer,13650.0,13491.9,18845.5,158.10000000000036,-5195.5,1.16,38.06,Fair,Significantly Overpriced
Luna Blanca Resort Spa,22933.0,13603.0,23437.8,9330.0,-504.7999999999993,40.68,2.2,Significantly Overpriced,Fair
Crystal De Luxe Resort Spa,31200.0,15316.8,27224.9,15883.2,3975.0999999999985,50.91,12.74,Significantly Overpriced,Overpriced
Marvida Family Eco (Ex. Otium Family Eco Club),40096.0,11000.1,16054.6,29095.9,24041.4,72.57,59.96,Significantly Overpriced,Significantly Overpriced
Radisson Blu Resort Spa Çeşme,43608.0,14024.2,36696.7,29583.8,6911.300000000003,67.84,15.85,Significantly Overpriced,Overpriced
Summer Rose Hotel,4915.2,8484.0,5913.2,-3568.8,-998.0,72.61,20.3,Significantly Overpriced,Significantly Overpriced
Glamour Resort Spa,15377.5,12816.0,18957.7,2561.5,-3580.2000000000007,16.66,23.28,Overpriced,Significantly Overpriced
Casa Nonna Bodrum,65696.3,12999.1,49348.6,52697.200000000004,16347.700000000004,80.21,24.88,Significantly Overpriced,Significantly Overpriced
Şenyıldız Hotel,15000.0,11899.8,15650.8,3100.2000000000007,-650.7999999999993,20.67,4.34,Significantly Overpriced,Fair
Sunny Hill Alya Hotel,12540.9,12379.5,11628.3,161.39999999999964,912.6000000000004,1.29,7.28,Fair,Slight Overpriced
Anjeliq Downtown Boutique Hotel,4860.0,12251.5,11282.7,-7391.5,-6422.700000000001,152.09,132.15,Significantly Overpriced,Significantly Overpriced
Crystal Family Resort Spa,28500.0,16559.0,28269.9,11941.0,230.09999999999854,41.9,0.81,Significantly Overpriced,Fair
Rixos Downtown Antalya,34048.0,12336.6,28954.7,21711.4,5093.299999999999,63.77,14.96,Significantly Overpriced,Overpriced
Sunpoint Hotel Bodrum,6600.0,11353.1,7088.6,-4753.1,-488.60000000000036,72.02,7.4,Significantly Overpriced,Slight Overpriced
Kırbıyık Resort Hotel,14600.0,15469.1,34828.7,-869.1000000000004,-20228.699999999997,5.95,138.55,Slight Overpriced,Significantly Overpriced
Mediterra Art Hotel,10511.4,8333.8,10340.8,2177.6000000000004,170.60000000000036,20.72,1.62,Significantly Overpriced,Fair
Surla Hotel,10500.0,12145.8,10635.0,-1645.7999999999993,-135.0,15.67,1.29,Overpriced,Fair
Güler Butik Hotel,3228.0,14871.8,10734.0,-11643.8,-7506.0,360.71,232.53,Significantly Overpriced,Significantly Overpriced
Orange County Belek,20160.0,12837.8,20825.4,7322.200000000001,-665.4000000000015,36.32,3.3,Significantly Overpriced,Fair
İzmir Marriott,27057.8,12625.4,25705.9,14432.4,1351.8999999999978,53.34,5.0,Significantly Overpriced,Fair
Surya Butik Hotel,22400.0,11717.2,17967.4,10682.8,4432.5999999999985,47.69,19.79,Significantly Overpriced,Overpriced
Meridia Beach Hotel,19400.0,14617.5,21142.0,4782.5,-1742.0,24.65,8.98,Significantly Overpriced,Slight Overpriced
Crystal Palace Luxury Resort Spa,9008.4,17702.9,16910.6,-8694.500000000002,-7902.199999999999,96.52,87.72,Significantly Overpriced,Significantly Overpriced
Club Hotel Barbarossa Kaş,16957.5,13884.5,17453.6,3073.0,-496.09999999999854,18.12,2.93,Overpriced,Fair
Swan Boutique Hotel +12,12179.9,11000.1,16054.6,1179.7999999999993,-3874.7000000000007,9.69,31.81,Slight Overpriced,Significantly Overpriced
Lonicera Premium Hotel,12941.1,13775.0,13936.3,-833.8999999999996,-995.1999999999989,6.44,7.69,Slight Overpriced,Slight Overpriced
Tal Beach Hotel,4710.2,11000.1,16054.6,-6289.900000000001,-11344.400000000001,133.54,240.85,Significantly Overpriced,Significantly Overpriced
Robinson Club Pamfilya,39155.2,14008.1,33515.7,25147.1,5639.5,64.22,14.4,Significantly Overpriced,Overpriced
Cotton Boutique Hotel,8994.2,8809.1,9720.9,185.10000000000036,-726.6999999999989,2.06,8.08,Fair,Slight Overpriced
Şavk Hotel,9000.0,12914.3,13887.5,-3914.2999999999993,-4887.5,43.49,54.31,Significantly Overpriced,Significantly Overpriced
Ege Tulip Çeşme Deluxe Hotel,8092.0,9322.7,9252.0,-1230.7000000000007,-1160.0,15.21,14.34,Overpriced,Overpriced
The Abc Hotel,15729.6,10475.3,10540.0,5254.300000000001,5189.6,33.4,32.99,Significantly Overpriced,Significantly Overpriced
Robinson Çamyuva,19140.0,14463.9,21944.1,4676.1,-2804.0999999999985,24.43,14.65,Significantly Overpriced,Overpriced
Şirince Klaseas Hotel,22000.0,8353.7,9850.1,13646.3,12149.9,62.03,55.23,Significantly Overpriced,Significantly Overpriced
Crystal Prestige Elite,18720.0,15527.9,20662.9,3192.1000000000004,-1942.9000000000015,17.05,10.38,Overpriced,Overpriced
Meryan Beach Hotel Spa,22120.0,14914.2,21677.4,7205.799999999999,442.59999999999854,32.58,2.0,Significantly Overpriced,Fair
The Beachfront Hotel,20088.0,13141.5,17841.2,6946.5,2246.7999999999993,34.58,11.18,Significantly Overpriced,Overpriced
Temple Hotel,4586.4,12039.6,6208.2,-7453.200000000001,-1621.8000000000002,162.51,35.36,Significantly Overpriced,Significantly Overpriced
Klas More Beach Hotel,12000.0,13518.2,12057.7,-1518.2000000000007,-57.70000000000073,12.65,0.48,Overpriced,Fair
The Yalı Konak Hotel İzmir,10857.6,11606.0,13745.9,-748.3999999999996,-2888.2999999999993,6.89,26.6,Slight Overpriced,Significantly Overpriced
The Hello Hotel,7088.6,11084.7,10954.1,-3996.1000000000004,-3865.5,56.37,54.53,Significantly Overpriced,Significantly Overpriced
Tangiers Hotel Yalıkavak,10500.0,11743.2,10603.9,-1243.2000000000007,-103.89999999999964,11.84,0.99,Overpriced,Fair
Golden Key Bördübet,15000.0,12354.8,20495.3,2645.2000000000007,-5495.299999999999,17.63,36.64,Overpriced,Significantly Overpriced
The Rest Port Argento,23895.9,8871.6,18523.8,15024.300000000001,5372.100000000002,62.87,22.48,Significantly Overpriced,Significantly Overpriced
Saylam Suites,28480.0,9449.4,12500.2,19030.6,15979.8,66.82,56.11,Significantly Overpriced,Significantly Overpriced
The New Zeybek Hotel,5283.5,7933.6,7540.3,-2650.1000000000004,-2256.8,50.16,42.71,Significantly Overpriced,Significantly Overpriced
Mirada Del Mar,35280.0,16968.4,32886.9,18311.6,2393.0999999999985,51.9,6.78,Significantly Overpriced,Slight Overpriced
Villa Rustica Hotel,18000.0,10189.8,15338.2,7810.200000000001,2661.7999999999993,43.39,14.79,Significantly Overpriced,Overpriced
Crystal Sunset Luxury,55440.0,15833.1,43178.2,39606.9,12261.800000000003,71.44,22.12,Significantly Overpriced,Significantly Overpriced
Seven Seas Hotel Blue,21000.0,16621.6,20749.9,4378.4000000000015,250.09999999999854,20.85,1.19,Significantly Overpriced,Fair
Provence Mansion Alaçatı,11000.0,12731.4,12865.2,-1731.3999999999996,-1865.2000000000007,15.74,16.96,Overpriced,Overpriced
Royal Atlantis Spa Resort,30450.0,16137.9,29102.8,14312.1,1347.2000000000007,47.0,4.42,Significantly Overpriced,Fair
Port Side Resort Hotel,24912.3,13786.5,21491.3,11125.8,3421.0,44.66,13.73,Significantly Overpriced,Overpriced
The Xon Hotel Çeşme,23400.0,8562.6,15078.8,14837.4,8321.2,63.41,35.56,Significantly Overpriced,Significantly Overpriced
Tiny Town Kuyucak,16450.0,10894.3,13210.9,5555.700000000001,3239.1000000000004,33.77,19.69,Significantly Overpriced,Overpriced
Upperhouse Boutique Hotel,9200.0,13026.6,20455.8,-3826.6000000000004,-11255.8,41.59,122.35,Significantly Overpriced,Significantly Overpriced
Toll Garden,9300.0,11980.5,13561.8,-2680.5,-4261.799999999999,28.82,45.83,Significantly Overpriced,Significantly Overpriced
Side Royal Palace Hotel Spa,29907.6,12826.1,28890.6,17081.5,1017.0,57.11,3.4,Significantly Overpriced,Fair
Crystal Waterworld Resort Spa,28050.0,20209.8,36193.4,7840.200000000001,-8143.4000000000015,27.95,29.03,Significantly Overpriced,Significantly Overpriced
Tui Blue Angora Beach,19719.9,11243.4,18757.0,8476.500000000002,962.9000000000015,42.98,4.88,Significantly Overpriced,Fair
Nirvana Mediterranean Excellence,11137.5,21673.1,59831.7,-10535.599999999999,-48694.2,94.6,437.21,Significantly Overpriced,Significantly Overpriced
Wasa Hotel,8721.0,8605.9,9084.2,115.10000000000036,-363.2000000000007,1.32,4.16,Fair,Fair
Kosa Otel Çeşme,8500.0,11631.5,9019.0,-3131.5,-519.0,36.84,6.11,Significantly Overpriced,Slight Overpriced
Radisson Collection Bodrum,27572.0,13363.4,29653.4,14208.6,-2081.4000000000015,51.53,7.55,Significantly Overpriced,Slight Overpriced
Royal Holiday Palace,30450.0,16987.2,27807.2,13462.8,2642.7999999999993,44.21,8.68,Significantly Overpriced,Slight Overpriced
Zeybek Beach Hotel,3853.3,12535.3,7946.3,-8682.0,-4093.0,225.31,106.22,Significantly Overpriced,Significantly Overpriced
Ramada By Wyndham Tire,14000.0,12017.2,14338.2,1982.7999999999993,-338.2000000000007,14.16,2.42,Overpriced,Fair
Zeynel Hotel,8700.0,11257.5,8227.9,-2557.5,472.10000000000036,29.4,5.43,Significantly Overpriced,Slight Overpriced
Alaçatı Bellezza Hotel,8128.4,9330.8,10051.5,-1202.3999999999996,-1923.1000000000004,14.79,23.66,Overpriced,Significantly Overpriced
Anjeliq House Boutique Hotel,12524.4,11871.5,13040.3,652.8999999999996,-515.8999999999996,5.21,4.12,Slight Overpriced,Fair
Toscana Garden Bungalov,10800.0,11080.2,10437.0,-280.2000000000007,363.0,2.59,3.36,Fair,Fair
Raymar Resort Aqua,13440.0,14318.8,25869.5,-878.7999999999993,-12429.5,6.54,92.48,Slight Overpriced,Significantly Overpriced
Side Star Beach,22704.0,14470.3,22107.3,8233.7,596.7000000000007,36.27,2.63,Significantly Overpriced,Fair
Sorgun Akadia Hotel Luxury Resort Adult Only+16,31320.0,11000.1,16054.6,20319.9,15265.4,64.88,48.74,Significantly Overpriced,Significantly Overpriced
Alaçatı Aura Plus Otel,9899.9,8826.2,10643.0,1073.699999999999,-743.1000000000004,10.85,7.51,Overpriced,Slight Overpriced
Atalla Otel,5942.8,7717.4,6006.2,-1774.5999999999995,-63.399999999999636,29.86,1.07,Significantly Overpriced,Fair
Kaftans City Hotel By Rrhr,5037.8,9901.6,6763.9,-4863.8,-1726.0999999999995,96.55,34.26,Significantly Overpriced,Significantly Overpriced
Cumbalıca Garden Hotel,28671.7,11775.5,17444.1,16896.2,11227.600000000002,58.93,39.16,Significantly Overpriced,Significantly Overpriced
Best Western Plus Konak,11400.0,11775.1,10393.3,-375.10000000000036,1006.7000000000007,3.29,8.83,Fair,Slight Overpriced
Mekvin Hotels Deniz Feneri Lighthouse +12 Adults Only,9523.8,11000.1,16054.6,-1476.300000000001,-6530.800000000001,15.5,68.57,Overpriced,Significantly Overpriced
Riolavitas Resort Spa,13455.0,12052.8,13891.4,1402.2000000000007,-436.39999999999964,10.42,3.24,Overpriced,Fair
Asrın Beach Hotel,8861.4,14442.0,11237.4,-5580.6,-2376.0,62.98,26.81,Significantly Overpriced,Significantly Overpriced
Crystal Boutique Beach Resort,14657.7,13510.4,20791.3,1147.300000000001,-6133.5999999999985,7.83,41.85,Slight Overpriced,Significantly Overpriced
True Blue Boutique Hotel,21159.1,12180.6,19995.3,8978.499999999998,1163.7999999999993,42.43,5.5,Significantly Overpriced,Slight Overpriced
Muup Alaçatı,12000.0,11205.3,11511.6,794.7000000000007,488.39999999999964,6.62,4.07,Slight Overpriced,Fair
Seashell Vega,30536.4,11592.9,10922.7,18943.5,19613.7,62.04,64.23,Significantly Overpriced,Significantly Overpriced
Side Sunport Hotel Spa (Ex. Side Sungate),19207.2,11000.1,16054.6,8207.1,3152.6000000000004,42.73,16.41,Significantly Overpriced,Overpriced
Numa Port Hotel,12400.0,10817.6,12313.0,1582.3999999999996,87.0,12.76,0.7,Overpriced,Fair
Fortuna Beach,6173.5,12895.8,8145.3,-6722.299999999999,-1971.8000000000002,108.89,31.94,Significantly Overpriced,Significantly Overpriced
Royal Seginus Hotel,33180.0,17463.9,33482.4,15716.099999999999,-302.40000000000146,47.37,0.91,Significantly Overpriced,Fair
Villa Side Hotel,21000.0,11621.6,18866.6,9378.4,2133.4000000000015,44.66,10.16,Significantly Overpriced,Overpriced
Aurora Sığacık Hotel,4176.0,10475.3,10540.0,-6299.299999999999,-6364.0,150.85,152.39,Significantly Overpriced,Significantly Overpriced
Aura Village Alaçatı,7200.0,9024.6,9095.2,-1824.6000000000004,-1895.2000000000007,25.34,26.32,Significantly Overpriced,Significantly Overpriced
Regia Mare Beach Hotel Bodrum,13440.0,12334.1,11918.0,1105.8999999999996,1522.0,8.23,11.32,Slight Overpriced,Overpriced
Vonresort Golden Beach,28000.0,16217.0,25837.2,11783.0,2162.7999999999993,42.08,7.72,Significantly Overpriced,Slight Overpriced
Sarp Hotels Kadriye,4400.0,8830.7,10285.1,-4430.700000000001,-5885.1,100.7,133.75,Significantly Overpriced,Significantly Overpriced
Club Hotel Rama,12168.0,13207.9,13249.9,-1039.8999999999996,-1081.8999999999996,8.55,8.89,Slight Overpriced,Slight Overpriced
Un Amor Hotel +16 Adults Only,11000.0,11000.1,16054.6,-0.1000000000003638,-5054.6,0.0,45.95,Fair,Significantly Overpriced
Rizom Beach Hotel Kumluca,8640.0,13652.8,10661.0,-5012.799999999999,-2021.0,58.02,23.39,Significantly Overpriced,Significantly Overpriced
The Raga Side Hotel,10485.9,13957.8,15035.1,-3471.8999999999996,-4549.200000000001,33.11,43.38,Significantly Overpriced,Significantly Overpriced
The D Hotel Ceşme Spa Resort,15915.0,9411.6,11725.7,6503.4,4189.299999999999,40.86,26.32,Significantly Overpriced,Significantly Overpriced
The Local House Alaçatı,14466.6,12781.4,15782.8,1685.2000000000007,-1316.199999999999,11.65,9.1,Overpriced,Slight Overpriced
Türkay Hotel,9000.0,10857.8,10353.1,-1857.7999999999993,-1353.1000000000004,20.64,15.03,Significantly Overpriced,Overpriced
Send Apart Hotel,4000.0,8947.1,5696.6,-4947.1,-1696.6000000000004,123.68,42.42,Significantly Overpriced,Significantly Overpriced
Via Perla Butik Otel,8010.0,10325.5,9377.9,-2315.5,-1367.8999999999996,28.91,17.08,Significantly Overpriced,Overpriced
Lonicera World Hotel,8160.0,16879.5,16880.1,-8719.5,-8720.099999999999,106.86,106.86,Significantly Overpriced,Significantly Overpriced
Elamir Resort Hotel,11700.0,12160.0,11495.1,-460.0,204.89999999999964,3.93,1.75,Fair,Fair
Elite World Marmaris (+16),17640.0,11000.1,16054.6,6639.9,1585.3999999999996,37.64,8.99,Significantly Overpriced,Slight Overpriced
Royal Wings Hotel,8400.0,17592.4,15946.2,-9192.400000000001,-7546.200000000001,109.43,89.84,Significantly Overpriced,Significantly Overpriced
Rox Royal Hotel,17529.7,12557.3,15373.6,4972.4000000000015,2156.1000000000004,28.37,12.3,Significantly Overpriced,Overpriced
Yalıhan Una Hotel,17064.0,14070.9,17546.0,2993.1000000000004,-482.0,17.54,2.82,Overpriced,Fair
Ambassador Plaza Hotel	,13817.7,11000.1,16054.6,2817.6000000000004,-2236.8999999999996,20.39,16.19,Significantly Overpriced,Overpriced
Nasa Flora Otel,7883.5,11128.6,9878.8,-3245.1000000000004,-1995.2999999999993,41.16,25.31,Significantly Overpriced,Significantly Overpriced
Viento Hotel Alaçatı,22800.0,9437.9,12626.4,13362.1,10173.6,58.61,44.62,Significantly Overpriced,Significantly Overpriced
Magna Manastır Suıt Hotel,19635.0,10858.5,15945.2,8776.5,3689.7999999999993,44.7,18.79,Significantly Overpriced,Overpriced
Meis Exclusive Hotel,26460.0,13579.2,25757.1,12880.8,702.9000000000015,48.68,2.66,Significantly Overpriced,Fair
Ag Hotels Antalya,7012.4,7709.2,7767.6,-696.8000000000002,-755.2000000000007,9.94,10.77,Slight Overpriced,Overpriced
Çeşme Flowers Otel,10600.0,8342.0,11328.3,2258.0,-728.2999999999993,21.3,6.87,Significantly Overpriced,Slight Overpriced
Cumbalıca Beach Otel,11000.0,11173.5,13099.6,-173.5,-2099.6000000000004,1.58,19.09,Fair,Overpriced
Comfy Otel Antalya Lara,2016.0,9678.7,4095.4,-7662.700000000001,-2079.4,380.09,103.14,Significantly Overpriced,Significantly Overpriced
Cappari Aqua Princess Hotel,11192.8,13676.6,12630.8,-2483.800000000001,-1438.0,22.19,12.85,Significantly Overpriced,Overpriced
Kuum Hotel,6993.0,13007.9,26244.3,-6014.9,-19251.3,86.01,275.29,Significantly Overpriced,Significantly Overpriced
La Kumsal Hotel +12,20412.0,11000.1,16054.6,9411.9,4357.4,46.11,21.35,Significantly Overpriced,Significantly Overpriced
Royal Alhambra Palace,27300.0,16188.5,28710.9,11111.5,-1410.9000000000015,40.7,5.17,Significantly Overpriced,Slight Overpriced
Villa Peri Alaçatı,12232.4,11417.3,12385.0,815.1000000000004,-152.60000000000036,6.66,1.25,Slight Overpriced,Fair
Scylax Family Club,18291.0,13889.9,18028.8,4401.1,262.2000000000007,24.06,1.43,Significantly Overpriced,Fair
Villa Oliva Butik Hotel,16689.6,11111.4,15041.0,5578.199999999999,1648.5999999999985,33.42,9.88,Significantly Overpriced,Slight Overpriced
Alexius Beach Hotel,15000.0,12823.8,14275.8,2176.2000000000007,724.2000000000007,14.51,4.83,Overpriced,Fair
Cappari Aquarius Hotel,9350.0,13631.6,10270.7,-4281.6,-920.7000000000007,45.79,9.85,Significantly Overpriced,Slight Overpriced
Via Farilya Hotel,21420.0,10881.5,10352.3,10538.5,11067.7,49.2,51.67,Significantly Overpriced,Significantly Overpriced
Sunset Hotel Marmaris,16701.6,8960.2,14355.9,7741.399999999998,2345.699999999999,46.35,14.04,Significantly Overpriced,Overpriced
Villamer Alaçatı,8342.4,11000.1,16054.6,-2657.7000000000007,-7712.200000000001,31.86,92.45,Significantly Overpriced,Significantly Overpriced
Get Enjoy Hotels,6138.0,12472.5,8902.5,-6334.5,-2764.5,103.2,45.04,Significantly Overpriced,Significantly Overpriced
Arya Otel,7488.0,11624.0,8768.8,-4136.0,-1280.7999999999993,55.24,17.1,Significantly Overpriced,Overpriced
Royal Dragon Side,29400.0,17084.6,25926.9,12315.400000000001,3473.0999999999985,41.89,11.81,Significantly Overpriced,Overpriced
Orfeus Park Hotel,12056.2,12093.1,12708.3,-36.899999999999636,-652.0999999999985,0.31,5.41,Fair,Slight Overpriced
Vinifera Hotel Yedibilgiler Vineyards,19604.6,11886.5,16300.7,7718.0999999999985,3303.899999999998,39.37,16.85,Significantly Overpriced,Overpriced
Seaden Valentine Resort Spa,23184.0,14032.6,22439.8,9151.4,744.2000000000007,39.47,3.21,Significantly Overpriced,Fair
Megasaray Resort Side,13860.0,12013.5,13493.0,1846.5,367.0,13.32,2.65,Overpriced,Fair
Ambrosia Hotel,14000.0,13619.6,14651.1,380.39999999999964,-651.1000000000004,2.72,4.65,Fair,Fair
Xanthos Boutique Hotel Patara,7299.6,10475.3,10540.0,-3175.699999999999,-3240.3999999999996,43.51,44.39,Significantly Overpriced,Significantly Overpriced
Xen Deluxe Boutique Hotel,23436.0,9241.7,20165.9,14194.3,3270.0999999999985,60.57,13.95,Significantly Overpriced,Overpriced
Phoenix Sun Hotel Bodrum,8047.0,10234.7,9700.7,-2187.7000000000007,-1653.7000000000007,27.19,20.55,Significantly Overpriced,Significantly Overpriced
Anemon Ege Sağlık Oteli,12700.0,12192.0,12664.5,508.0,35.5,4.0,0.28,Fair,Fair
Beetle House Coffee Hotel,6000.0,8154.3,10900.8,-2154.3,-4900.799999999999,35.9,81.68,Significantly Overpriced,Significantly Overpriced
Royal Taj Mahal,28539.0,16430.8,28165.7,12108.2,373.2999999999993,42.43,1.31,Significantly Overpriced,Fair
Golden Age Hotel Yalıkavak,9720.0,14556.8,14209.4,-4836.799999999999,-4489.4,49.76,46.19,Significantly Overpriced,Significantly Overpriced
Yayla Hotel,5561.6,11000.1,16054.6,-5438.5,-10493.0,97.79,188.67,Significantly Overpriced,Significantly Overpriced
Orfeus Queen Spa,12045.8,11501.9,12449.6,543.8999999999996,-403.8000000000011,4.52,3.35,Fair,Fair
Yalıkavak Marina Garden Hotel,27045.0,12516.9,24771.4,14528.1,2273.5999999999985,53.72,8.41,Significantly Overpriced,Slight Overpriced
Anemon İzmir,12408.0,11647.3,12048.4,760.7000000000007,359.60000000000036,6.13,2.9,Slight Overpriced,Fair
Annabella Park Hotel,8280.0,11282.5,8088.5,-3002.5,191.5,36.26,2.31,Significantly Overpriced,Fair
Yelken Beach Otel,4766.4,12020.6,6788.5,-7254.200000000001,-2022.1000000000004,152.19,42.42,Significantly Overpriced,Significantly Overpriced
Sentido Lycus Beach,18317.3,11595.2,20039.6,6722.0999999999985,-1722.2999999999993,36.7,9.4,Significantly Overpriced,Slight Overpriced
Hedef Kleopatra Hotel,10200.0,12261.2,9747.0,-2061.2000000000007,453.0,20.21,4.44,Significantly Overpriced,Fair
Rubi Platinum Sign,35840.0,13708.4,29002.5,22131.6,6837.5,61.75,19.08,Significantly Overpriced,Overpriced
Salmakis Resort Spa,20250.0,14095.5,20088.9,6154.5,161.09999999999854,30.39,0.8,Significantly Overpriced,Fair
Sealife Family Resort,16426.6,13729.1,18109.1,2697.499999999998,-1682.5,16.42,10.24,Overpriced,Overpriced
Agon Hotel,3124.0,11370.1,6976.1,-8246.1,-3852.1000000000004,263.96,123.31,Significantly Overpriced,Significantly Overpriced
Yüzbaşı Beach Hotel,4352.0,12228.0,11773.3,-7876.0,-7421.299999999999,180.97,170.53,Significantly Overpriced,Significantly Overpriced
Arabella World Hotel,4441.2,12294.3,7127.9,-7853.099999999999,-2686.7,176.82,60.49,Significantly Overpriced,Significantly Overpriced
Alura Boutique Hotel Çeşme,27048.0,12717.3,23085.1,14330.7,3962.9000000000015,52.98,14.65,Significantly Overpriced,Overpriced
Side Square Hotel,14688.0,12255.3,17175.8,2432.7000000000007,-2487.7999999999993,16.56,16.94,Overpriced,Overpriced
Alkan Hotel,5280.0,11817.7,6344.2,-6537.700000000001,-1064.1999999999998,123.82,20.16,Significantly Overpriced,Significantly Overpriced
Calimera Side Resort,18300.0,10873.0,17743.5,7427.0,556.5,40.58,3.04,Significantly Overpriced,Fair
Seaden Sea World Resort Spa,19440.0,15369.1,21476.0,4070.8999999999996,-2036.0,20.94,10.47,Significantly Overpriced,Overpriced
Justiniano Club Alanya,18543.6,14914.4,20440.7,3629.199999999999,-1897.1000000000022,19.57,10.23,Overpriced,Overpriced
Ares Blue Hotel,9888.7,12128.3,9657.3,-2239.5999999999985,231.40000000000146,22.65,2.34,Significantly Overpriced,Fair
Mete Otel Bozburun,16000.0,11224.3,16923.1,4775.700000000001,-923.0999999999985,29.85,5.77,Significantly Overpriced,Slight Overpriced
Seher Sun Palace,36800.0,13175.7,29321.7,23624.3,7478.299999999999,64.2,20.32,Significantly Overpriced,Significantly Overpriced
Hotel Villa Turka Alanya,10462.7,11051.6,10938.1,-588.8999999999996,-475.39999999999964,5.63,4.54,Slight Overpriced,Fair
Porto Fenari Köyiçi,6000.0,11627.7,6625.9,-5627.700000000001,-625.8999999999996,93.8,10.43,Significantly Overpriced,Overpriced
Dores Residence,16142.6,11681.2,13630.2,4461.4,2512.3999999999996,27.64,15.56,Significantly Overpriced,Overpriced
Grand Faik Hotel,6539.0,10794.4,6724.8,-4255.4,-185.80000000000018,65.08,2.84,Significantly Overpriced,Fair
Mielo Lara Hotel,7200.0,10115.7,7664.4,-2915.7000000000007,-464.39999999999964,40.5,6.45,Significantly Overpriced,Slight Overpriced
Grand Hekimoğlu Hotel,8000.0,8906.6,8877.5,-906.6000000000004,-877.5,11.33,10.97,Overpriced,Overpriced
Otel Zeytinada,10080.0,11168.5,12110.0,-1088.5,-2030.0,10.8,20.14,Overpriced,Significantly Overpriced
Akay Garden Family Club,8400.0,9891.9,8999.3,-1491.8999999999996,-599.2999999999993,17.76,7.13,Overpriced,Slight Overpriced
Artemis Princess Hotel,4895.2,11734.2,6414.1,-6839.000000000001,-1518.9000000000005,139.71,31.03,Significantly Overpriced,Significantly Overpriced
Ares City Hotel,4080.0,10887.5,5709.3,-6807.5,-1629.3000000000002,166.85,39.93,Significantly Overpriced,Significantly Overpriced
Sealife Buket Beach Hotel,14955.2,15236.4,17115.2,-281.1999999999989,-2160.0,1.88,14.44,Fair,Overpriced
Kamelya Aishen K Club,30736.8,19895.2,33231.2,10841.599999999999,-2494.399999999998,35.27,8.12,Significantly Overpriced,Slight Overpriced
Zeniva Hotel,16200.0,11542.0,14187.1,4658.0,2012.8999999999996,28.75,12.43,Significantly Overpriced,Overpriced
Elamir Beach Bungalow,11700.0,11651.9,11312.3,48.100000000000364,387.7000000000007,0.41,3.31,Fair,Fair
Evergreen Glamping,8000.0,8617.4,10403.3,-617.3999999999996,-2403.2999999999993,7.72,30.04,Slight Overpriced,Significantly Overpriced
Asel Hotel Didim,9878.0,11378.5,10628.9,-1500.5,-750.8999999999996,15.19,7.6,Overpriced,Slight Overpriced
