id,otel_id,otel_ad,yorum,opion,score
546,75,Yasmin Bodrum Resort,"ozellikle yemek saatlerinde hicbir hizmet alamadik , kirli masalari kendimiz temizleyip , temiz catal bicak arayip , masamizi kendimiz Hazirladik , tabaklar catal bicaklar tam temiz degildi , oda temizligi cok zayif",olumlu,0.5628859400749207
547,75,Yasmin Bodrum Resort,"Yemekler,animasyon ve deniz",olumlu,0.7498191595077515
548,75,Yasmin Bodrum Resort,Odalarin eskiligi,olumlu,0.5032927989959717
549,75,Yasmin Bodrum Resort,Yemekleri temiz oda temiz personel iyi,olumlu,0.9942634105682373
550,75,Yasmin Bodrum Resort,Otelde karsilayan joly tur gorevlisi cok kotu bizi kandirdi. Otelde sinek var dedik otelde umursamadi.antalyanin her tarafi sinekmis buyuksehir belediye yeterli ilaclama yapmiyormus. Onlari bile aradik otelin cevresini ilaclayip gece imza almaya geldiler,olumsuz,0.9184744358062744
551,75,Yasmin Bodrum Resort,Deniz ve havuz oldukca iyi. Temizlik iyi.  Yemekler iyi sayilir.,olumlu,0.9947697520256042
552,75,Yasmin Bodrum Resort,Ama cok iyi personeller olmasina ragmen cok kalitesiz ve ne yapacagini bilmeyen vasifsiz diyebilecegimiz personeller otelin tum iyi yonlerini yok ediyor.,olumsuz,0.8400754332542419
553,75,Yasmin Bodrum Resort,"Otelin konumu, buyuklugu cok guzel ama hizmette aksamalar var. Personellerle sohbet ettigimizde onlarin da memnuniyetlerin dusuk olduklarini anladik. Hizmet konusunda bazi konular oturmamis. Odalar her gun temizlenmiyor. Ilk gittigimiz gun odanin kapisi acilmadi yanlis anahtar verilmis, 1 saatten uzun sure kapida bekledik. Clup odalar ana binaya cok uzak oldugu icin esyalari da kapida birakip gidemedik. Odalara giden araclar yetersiz geliyor, sarji cabuk bittigi icin beklemek durumunda kaliyorsunuz.",olumsuz,0.990889847278595
554,75,Yasmin Bodrum Resort,Yemekler yeterli. Cesitleri guzel. Hizmet olarak sunduklari alternatif yemek cesitleri cok guzel. Hamburger pizza pide lahmacun. Ortam yesillik huzur verici,olumlu,0.9865152835845947
555,75,Yasmin Bodrum Resort,Personel cok zayif. Kotu niyetli degiller ama yetersizler. Her barda kuyruk beklemek sikici. Oda duzeni yeterli am temizlik biraz daha iyi olabilir.,olumsuz,0.9820421934127808
556,75,Yasmin Bodrum Resort,"Animasyonlari guzeldi, denizi temiz ve berrakti.",olumlu,0.9904896020889282
586,450,Relax Beach Hotel,Bardaklar tabaklar gercekten pis,olumsuz,0.9980442523956299
587,450,Relax Beach Hotel,"Fiyatina gore gayet guzel bir oteldi , oda temizligi yeterliydi,yemekler cesitli ve lezzetliydi.",olumlu,0.9821127653121948
588,450,Relax Beach Hotel,Deniz kayalikdi maalesef,olumsuz,0.995984673500061
557,75,Yasmin Bodrum Resort,"Otelin ciddi anlamda temizlik ve hijyen sorunu var. Calisanlarin basinda onlari denetleyen kimse yok. Restoranda yemek tabaklari ve bardaklar hep kirli ve lekeli. Odamizin kapisinda ilk geldigimiz gun bizi kirli bulasiklar karsiladi. Biz gun icerisinde kaldirilir diye bekledik. Ancak konaklama suremiz boyunca her gun (sozde) oda temizligi yapildigi halde, kapida bekleyen kirli bulasiklari kimse almadi. Korkarim ki hala orda kuflenip coktan bocek uretmislerdir. Ayrica ultra hersey dahil konseptinde bir otel oldugu icin minibarin her gun yenilenecegini soylediler, ancak konaklama suremiz boyunca minibar asla yenilenmedi.",olumsuz,0.9266417622566223
558,75,Yasmin Bodrum Resort,Yemekler cok guzel deniz plaj havuz ve personel hizmeti mukemmeldi,olumlu,0.9799915552139282
559,75,Yasmin Bodrum Resort,Odalari daha iyi olabilir,olumlu,0.851047694683075
560,75,Yasmin Bodrum Resort,"Yemekler , imkanlar , denizi havuzu guzel.",olumlu,0.991064190864563
561,75,Yasmin Bodrum Resort,"Oda temizligi birazdaha iyi olabilirdi cok temiz bulamadik.  birde marketteki  bayan musterilere cok kotu davraniyor  tamamen rezaletti , malini satana kadar sattiktan sonra yuzunuze bakmiyor. Bebegimiz icin simit aldik patlak Cikti hicbir sekilde orali olmadi ukala ukala cevaplar verip tartismaya giriyor. Otelinizi kotu imaj birakiyor. Oteldeki tatilcilerlede konustugumuzda onlarda ayni sekilde soyluyorlar marketci hakkinda cok kotu diye",olumsuz,0.9361950159072876
562,75,Yasmin Bodrum Resort,Calisanlarin guleryuzlu ve ilgili olmalari,olumlu,0.9238980412483215
563,75,Yasmin Bodrum Resort,Personel inanilmaz enerjik ve guler yuzlu deniz ve sahil mukemmel,olumlu,0.9942131638526917
564,75,Yasmin Bodrum Resort,Odalar cocuklu aile icin riskli basamak var odanin icinde ses yalitimi berbat hic hali olmadigi icin koridorda gecen herkesin sesi oda da temizlik ozensiz,olumsuz,0.993524968624115
565,243,Xanadu Island Bodrum,"Personelin tamami guleryuzlu, ilgili, idarecilerin takibi cok iyi , restoran seflerinin hazirladiklari yemeklerin basinda gururla beklemesi ve yaptiklari isten duyduklari mutluluk bizlride memnun etti, rosebud barda adeta sehirdeki barlarda alabilecegimiz hizmet ve urun kalitesi sunulmasi ayrica guzel, eglencenin dozunda ve yeterli olusu dinlenmemizde etkili oldu, deck 1 uzerindeki cim alanlarin genisletilmesini begendik, odalarin artik yenilenme zamani gelmis, bakimli ama bir mimar olarak demode kalmis, ancak yazlik yerlerde odalara cok takilmamak lazim, yataklar rahat ve temizlik cok iyiydi.",olumlu,0.9897855520248413
566,243,Xanadu Island Bodrum,"Grup olarak gelen ailelerin deckte cok yuksek sesle  konusmasi ve kendilerinden baska kimse yokmus gibi davranmasi tesisin sorumlulunda olmasada, deck ve cim alanlarda uyari levhalari gormek isteriz(telefonla yuksek sesle konusulmamasi ve dinlenenlere saygi gosterilmesi hususunda ) decklerin tamamina  cocuk yas sinirlamasi gelmesi bence olumlu olacaktir.",olumlu,0.9596297740936279
567,243,Xanadu Island Bodrum,"Oteli,konumunu yemeklerini denizini cok begendik. Calisanlar cok profesyonel ve guler yuzluydu tum taleplerimizi yerine getirmek icin ellerinden geleni yaptilar. Otelde her sey dusunulmustu su da olsaydi iyi olurdu diyebilecegimiz hicbir sey yoktu her seyi dusunmusler. Odalar restaurantlar, havuz deniz iskele giyinme kabinleri her yer cok temizdi. simdiye kadar gittigimiz oteller arasinda en cok bu oteli begendik kesinlikle tavsiye ediyoruz. otelden ayrilirken her birimize yolculukta ihtiyacimiz olabilecek su ve yiyeceklerin oldugu bir paket dahi hazirlayip vermislerdi. cok guzel karsilandik cok  guzel ugurlandik.",olumlu,0.9826303124427795
568,243,Xanadu Island Bodrum,Gecirdigimiz 2 gece 3 gunluk tatilimiz cok iyi gecti yemekler temizlik mukemmeldi calisanlar guler yuzlu ilgili mukemmel bir otel kalite ve sakinlik huzur dolu bir tatil  tekrar gelecegiz,olumlu,0.9003897309303284
569,243,Xanadu Island Bodrum,Suit Odamizin konumunu begenmedigimde dizlerimde sorun yasadigimdan bizlere yardimci olan Ali Bey ust sinif Royal Suit te konaklama imkanini saglayabileceginizi bildirdi.Bu jestinizden cok memnun kaldik.Tesekkurler.,olumlu,0.9914049506187439
570,243,Xanadu Island Bodrum,Verdigimiz paranin karsiligini fazlasi ile karsilayan bir yer oldu.Otele ilk girdigimizden cikis yaptigimiz ana kadar tum personelin ilgisi ve guleryuzu hic degismedi.Yemeklerin ve iceceklerin cesitliligi gayet yeterliydi.Oda ve ortak kullanim alanlarin temizligi takdire sayandi.Her sey icin cok tesekkur ederim.,olumlu,0.9969162344932556
571,39,Limak Atlantis Deluxe Hotel Resort,Otelde surekli bir cop kokusu var. Barlar havuzlar odalar kokuyor,olumsuz,0.5814751982688904
572,39,Limak Atlantis Deluxe Hotel Resort,"restaurant personeli, yiyecekler, tatlilar,",olumlu,0.7134518027305603
573,39,Limak Atlantis Deluxe Hotel Resort,"icki kalitesi, deniz (klasik Belek denizi bir Kemer degil), cok buyuk olmadigi icin olanaklari sinirli, kahvelerin tadi,",olumlu,0.9889008402824402
574,39,Limak Atlantis Deluxe Hotel Resort,Guler yuzlu personel yemekler deniz ve konum  mukemmel,olumlu,0.9921858906745911
575,39,Limak Atlantis Deluxe Hotel Resort,Odalar iyi ancak inanilmaz derecede hijyen sorunu vardi iki keze resepsiyona uyari yapip temizlik istedik ama sonrasi gene sorulu devam etti carsaf ve yastikla lekeli lavabolar a hic bakilmiyor,olumsuz,0.9413525462150574
576,132,Mio Mare Resort,"Denizi mukemmel, Sahil temiz, sezlong sayisi yeterli,deniz kenarinda yer bulma sikintisi yasamazsiniz",olumlu,0.9952757358551025
577,132,Mio Mare Resort,"Temiz Bardak, catal bicak gibi malzemeleri bulmak cok zor, bitince yerine yenisi konmuyor. Yemeklerde hem cesit az, hem de lezzeti iyi degil.",olumsuz,0.9905137419700623
578,132,Mio Mare Resort,Harika bir konumu var,olumlu,0.9978340268135071
579,132,Mio Mare Resort,Daha az cesit ancak daha keyifli yemek ve icecek olabilir,olumlu,0.9446702599525452
580,132,Mio Mare Resort,Otelin olumlu olan 2 tane ozelligi var biri denizi ki bu otelin sahip oldugu bir sey degil digeri ise gunde 11-12 saat calismalarina ragmen hep guler yuz gosteren otel personeli. otel personeli dedigim kesim alt kesim yonetici ve mudur anlaminda kimse sizinle ilgilenmiyor zaten,olumlu,0.9940910935401917
581,132,Mio Mare Resort,YORUMLARI OKUYUP OTELI TERCIH EDENLER SONUNA KADAR OKUSUN LUTFEN  1. Odalarda malesef cok kotu sekilde rutubet nem ve kuf kokusu vardi.  2. Odalar temiz degil her yerinde sivrisinek olusu kanlari duvarlarda masalarda Koselerde Orumcek aglari var ve iclerinde orumcekte var yani gorulmemesi imkansiz ama temizleme geregi duymamislar  3. perdelerde sigara yaniklari vardi les gibiydi 4. Balkon hic temizlenmemis  5. oda servisi 4 gece 5 gun kaldik 1 kere bile carsaf ve havlu degisimi yapmadi zaten 1 kere temizlige geldi   bunun disinda yemekler rezildi lezzet yok. genel olarak otelde kanalizasyon kokusu vardi.   ilk gun resepsiyona ve oteldeki tatilsepeti ve gezinomi gorevlisine bunlari anlattik 3 gun bizi odayi degistiricez diye oyaladilar. TATIL SEPETI VE MIO MARE yuzunden rezil bir tatil oldu,olumsuz,0.9938555359840393
582,132,Mio Mare Resort,Plaji iyi.,olumlu,0.9941798448562622
583,132,Mio Mare Resort,Otelin alt katlarinda bulunan odalarda lagam patladi ve butun tatilimiz rezalet gecti. Yemekler kotu. Odalar kuf kokuyor. Otelin fotograflarla hicbir ilgisi yok. Isletme sahipleri ilgisiz muhattap bulamadik 2 saat. Fiyati asiri yuksek.,olumsuz,0.9950152039527893
841,52,Orange County Kemer,Parkyeri ama yapacak birsey yok,olumsuz,0.8740378022193909
589,450,Relax Beach Hotel,"Denize yakinlik, havuz, anayola yakinlik, calisanlarin samimiyeti, orta buyuklukte bir yer olmasi, Cihat Bey.",olumlu,0.9947331547737122
590,450,Relax Beach Hotel,Sonuna ve hamam ucretsiz olsa daha mutlu olurduk.,olumlu,0.8208534717559814
591,450,Relax Beach Hotel,olumlu yonu salatalar fena degildi Personel elinden geleni yapmaya calisiyor zaten o tesis personel sayesinde ayakta duruyor diye dusunuyorum,olumlu,0.9989361763000488
592,450,Relax Beach Hotel,Personel iyi fakat yonetim ve patron mantigi degismeli.,olumlu,0.6811281442642212
593,450,Relax Beach Hotel,Otel aktiviteleri cok guzel heryer piril piril hergun oda temizligi yapiliyor ekstra temizlik ihtiyacimizin bile yardimci oldular,olumlu,0.9987070560455322
594,450,Relax Beach Hotel,Turk kahvesinin ucretli olmasi:),olumlu,0.9646425247192383
595,40,Limak Lara Deluxe Hotel Resort,Personel guleryuzlu ilgiliydi. Odamiz buyuk ve temzdi. Eksiklikler oldugunda hemen yardimci oldular,olumlu,0.9777435064315796
596,40,Limak Lara Deluxe Hotel Resort,Yillardir tatil sepetiyle otellere gidiyorum. Bu yil bizimle ilgilenecek tatil sepeti elemani yoktu oteli anlatp tanitacak kimse yoktu. Animatorler cok kotuydu ilgisizdiler,olumsuz,0.9799856543540955
597,40,Limak Lara Deluxe Hotel Resort,Otel hic reklam yapmadan yaklasik 15 depremzede cocugu misafir etti. Onlar da bizimle birlikte tatil yaptilar. Limak Lara yi ayrica tebrik ederim.,olumlu,0.9856578707695007
598,40,Limak Lara Deluxe Hotel Resort,Havuz sulari cok sicak. Havuz suyu biraz daha serin olabilir.,olumlu,0.6616931557655334
599,40,Limak Lara Deluxe Hotel Resort,"Yemekleri oldukca leziz, patiserie gayet basarili, denizi guzel, Oda temizligi cok iyi",olumlu,0.9789822697639465
600,40,Limak Lara Deluxe Hotel Resort,Giris alanini ve lobi kismini yenilemeleri lazim. Karanlik ve daraltici bir atmosferi var. Karsilama ve lobi personelleri daha guler yuzlu olabilir. Son 3 gun buyuk havulzardan birinin filtresi bozuldu cok gec cozum bulundu.,olumsuz,0.9970066547393799
601,40,Limak Lara Deluxe Hotel Resort,"Giris guvenlikten baslayarak lobi, rest, cafe, pastane, snack, house keeping tum alanlarda motive, guleryuzlu ve ilgili persoenel olmasi gercekten cok iyi bir tatil gecirmemizi sagladi.  cocuklu aileler icin havuz , oyun alanlari temiz ve guvenliydi, her alandaki WC ler her an tertemiz ve bakimliydi.  yiyecekler cesit, hijyen ve lezzet olarak gayet yeterliydi. rest calisanlari son derece ilgili ve hizli servis yaptilar.  en son otelden ayrilirken yaptiklari jest ise gercekten misafirlere verdikleri onemin gostergesiydi., bizi ugurlarken yol icin bir yiyecek icecek paketi hazirlamalari gercekten cok ince bir davranisti. tesekkurler",olumlu,0.989404022693634
602,40,Limak Lara Deluxe Hotel Resort,"otel ile alakali olumsuz bir yon yok ancak  , ulasim ile ilgili olarak Google Maps te iki ayri adres gorunuyor ve biz ilk olarak yanlis konuoa gittiki bu da 15 dk extra bir yolculuk yapmamiza sebep oldu,",olumlu,0.717159628868103
603,40,Limak Lara Deluxe Hotel Resort,"Temizlik, konfor ve yemekleri konusunda oldukca basarili bir otel.",olumlu,0.998614490032196
604,40,Limak Lara Deluxe Hotel Resort,"Animator arkadaslar ellerinden telefonu dusurmuyor sorulara bile zorla cevap veriyorlar. Personellerin birbirinden haberi yok. 3 gunluk konaklamada her kahvaltida defalarca cay istedik hepsinde 15-20 dk sonunda zorla geldi.  Bar alanlarinda personellerin surekli birbiriyle argo ve sikayet konusmalari, laubali davranislari rahatsiz ediyor. Otelden cikis yapacagim gun 5 dk icerisinde hem odaya gelip hemde 2 kere telefonla arayip cikis icin sikistiriyorlar.",olumsuz,0.8359744548797607
605,17,Club Side Coast Hotel,"Yeme, icme, temizlik cok iyiydi, gunun her saatinde yemek, gozleme, snack vb var, ozellikle Turk gecesi gunu yemekler harikaydi, icli kofte, cig kofte, Ali nazik, tantuni , baklava vb... 2 adet havuz var , her ikisinde de 2 bantli kaydirak var , 2 saat sabah 2 saat ogleden sonra acik... Icecekler votka,cin,viski, raki,bira, sarap hepsi konsepte dahil. Her aksam dondurma ikramlari da ayrica guzel. 3 gece kaldik her gece canli eglence vardi...",olumlu,0.9258344769477844
606,17,Club Side Coast Hotel,"Denize biraz uzak , servis hizmeti var ama aksam 17.00'da son servis,.",olumlu,0.6181434392929077
607,17,Club Side Coast Hotel,Snack barin hemen arka kismi tuvaletler var ve catilari bir ve acik yemek pisirildiginde tuvaletlerden cikan bakteri ve mikroplar hemen yemeklerin ustune konabilir bence tuvaletlerin ustu kapatilmasi gerekiyor,olumsuz,0.8130595088005066
608,17,Club Side Coast Hotel,"Deniz, havuz iyi",olumlu,0.9883880019187927
609,17,Club Side Coast Hotel,Ana yemekler berbat. Hicbir sey yiyemiyorsunuz. Kofteler tavuk karisimi. Kirmizi et izgara hic cikmadi.,olumsuz,0.996517539024353
610,17,Club Side Coast Hotel,Otel calisanlari otelde mukemmel,olumlu,0.9970312118530273
611,17,Club Side Coast Hotel,Denizi ve plaji guzel servis hizmeti iyiydi,olumlu,0.9961394667625427
612,17,Club Side Coast Hotel,Yemekleri cok kotu corba cesiti yok icecek kalitesi cok dusuk odalardaki yataklar iyi degil televizyon da cocuk kanali yok 3 adet kanal cekiyor,olumsuz,0.992133378982544
613,17,Club Side Coast Hotel,Animator arkadaslar cok samimi ve ilgiliydi. Bar bolumundeki arkadaslar da gayet iyiydi. Resepsiyon ve teknisyen bolumu sorunlara kisa surede bizi yormadan cozum buldu veya yol gosterdi. Temiz ve guvenilirdi,olumlu,0.9901679158210754
614,17,Club Side Coast Hotel,Yemek daha iyi olabilirdi. Kokteylleri ucretli olmasi  Mini bara sadece ilk gun kola ve Fanta koymuslar zenginlestirilebilirdi. Son gun havlu koymamalari ve Turk gecesindeki yemek kaliteleri dusuktu,olumsuz,0.8848227262496948
615,244,Xanadu Resort Hotel,Cok memnun kaldim. Bir hafta sonra tekrar gidecegim,olumlu,0.9845441579818726
616,244,Xanadu Resort Hotel,Yok. Ama et yemegi izgara et azalmis,olumsuz,0.9188215732574463
617,244,Xanadu Resort Hotel,"Bahce peyzaji cok iyi, calisan personel kalitesi cok iyi, her zaman guler yuzlu ve yardimcilar, yemekler lezzetli, icecekler kaliteli, sahil ve havuzlar guzel",olumlu,0.9912202954292297
618,244,Xanadu Resort Hotel,"odalar biraz eski, otopark yetersiz, yataklar cok rahat degil",olumsuz,0.9758898019790649
619,244,Xanadu Resort Hotel,Personel mukemmel,olumlu,0.9886124730110168
620,244,Xanadu Resort Hotel,"Temiz,ozenli bir tesis.Memnuniyet icin ellerinden geleni yapiyorlar.",olumlu,0.996563196182251
621,244,Xanadu Resort Hotel,Personel cok ilgili,olumlu,0.9737935662269592
622,244,Xanadu Resort Hotel,Daha buyuk havuz Aquapark olabilir,olumlu,0.5622378587722778
623,133,Bitez Garden Life,Yemekler kotu plajda senzlog az,olumsuz,0.9905596375465393
624,133,Bitez Garden Life,Calisan arkadaslar guler yuzlu ilgili ve saygililar otelin konumu denize cok uzak degil otelin bulundugu yer agaclandirma yesillik olarak gayet guzel,olumlu,0.9967992901802063
625,133,Bitez Garden Life,Yemekler bizi resmen baydi ayni yemegin ertesi gun farkli bir versiyon da yedik daha sonraki gun ayni yemegi daha farkli bir esit olarak tekrar yedik cok kotuydu,olumsuz,0.9977256059646606
626,133,Bitez Garden Life,Personel anlaminda cok ilgililer.,olumlu,0.9508575201034546
627,133,Bitez Garden Life,Ama verilen konaklama hizmetindeki aksaklik konusunda giderilmesi icin islevsel acisindan bir karsiliklari yok,olumsuz,0.8856092095375061
628,133,Bitez Garden Life,Calisanlarinizi misafirlerinizin yaninda azarlayici bir sekilde konusuyordunuz. Bunu dikkate alsaniz iyi olur.,olumsuz,0.8218867182731628
629,757,Signature Alacati,Otel sahibi calisanlar konum hizmet olarak super herkese tavsiye ederim zaten inanilmaz guler yuzluler tekrar giderim,olumlu,0.9930444955825806
630,77,Altis Resort Hotel Spa,Bulundugu yer ve otel bahcesi guzel,olumlu,0.9949437379837036
631,77,Altis Resort Hotel Spa,Oda temizligi yemek kalitesi ve calisanlarin egitimi yetersiz,olumsuz,0.9815769195556641
632,77,Altis Resort Hotel Spa,"Personeller ilgili ve guler yuzlu. Yemekler lezzet ve cesit olarak iyi. Odalar ve havuzlar temiz. Tesisin konumu ve peyzaji guzel. Memnun kaldik, tekrar gitmek isteriz",olumlu,0.9493783712387085
633,77,Altis Resort Hotel Spa,Aksam vakitleri etkinliklerin az ve benzer olmasi.,olumlu,0.6228558421134949
634,77,Altis Resort Hotel Spa,Denizi guzel bir tatil oldu,olumlu,0.9838226437568665
635,77,Altis Resort Hotel Spa,"Oda konforu, ozellikle banyolar kotu idi, Yemekler daha iyi olabilir",olumlu,0.9628984332084656
636,77,Altis Resort Hotel Spa,"Havuz, Aqua park, deniz ve kumsal mukemmeldi. Yemekler taze ve lezzetliydi.",olumlu,0.8880305290222168
637,77,Altis Resort Hotel Spa,"Oda, yata konforu kotu. Meyve suyu icecek cesitleri cok kotu. Dondurma cesitleri cok kotu.",olumsuz,0.9953405261039734
638,41,Limak Limra Hotel Resort,"Denize yakinligi ,yemekleri guzeldi.",olumlu,0.9877164959907532
639,41,Limak Limra Hotel Resort,Evcil hayvanlarin havuza ve denize sokulmamasi gerekiyor.Sirf bu yuzden bir sonraki sene baska bir otel tercih edecegim,olumlu,0.691548228263855
640,41,Limak Limra Hotel Resort,Resepsiyondaki personelin tamami yardimsever..pastane bolumundeki sorumlu bayan arkadasin is disiplini gayet olumlu,olumlu,0.9973877668380737
641,41,Limak Limra Hotel Resort,Arac park etmek konusunda misafirlerinizi kapidaki personelinizin otel disina yonlendirmesi ve caresiz birakmasi cok hos olmadi,olumsuz,0.9992790222167969
642,41,Limak Limra Hotel Resort,"Réception, ozellikle Mecit Bey cok ilgiliydi",olumlu,0.9079235792160034
643,41,Limak Limra Hotel Resort,Otel cok eskimis.. Dolayisiyla temiz tutmalari kolay degil.. Yiyecek icecek kalitesi cok gerilemis,olumsuz,0.8615311980247498
644,41,Limak Limra Hotel Resort,Harika bir otel. Elestirebilecegim hic bir durum yoktu,olumlu,0.9187867641448975
645,134,Astoria Beach Hotel,En cok sevdigim ozelligi arap kisilerin olmamasi,olumlu,0.9959116578102112
646,134,Astoria Beach Hotel,Kasik catal ve bardaklar temiz degildi,olumsuz,0.9953839182853699
647,134,Astoria Beach Hotel,Beklentilerimizi karsiladi.,olumlu,0.9839285612106323
648,134,Astoria Beach Hotel,Tek olumsuz diyecegim konu kaldigimiz odada banyo havalandirma penceresinin olmamasindan dolayi  nemin ve kokunun odaya yayilmasiydi.,olumsuz,0.9404102563858032
649,134,Astoria Beach Hotel,"Ozellikle yemekleri oldukca kotuydu, birgun oncesi sabah kahvaltisinda derin yagda pisirilen boreklerin yeniden onumuze konmasi, kahvaltida hergun ayni urunler olmasi, diger ogunlerde de kotu pisirilmis yemekler olmasi cok kotuydu. Icecekler suyla karistirilmis gibi, soguk degil, garson bulmak cok zor. Otopark sorunu cok fazla. Plajda  otelin yeri yok, hep koylara gitmek zorunda kaldik. Oteli tercih eden kisi profili de kotuydu. Sonuc olarak 4 yildizi neyine vermisler bu otelin anlam veremedim.",olumsuz,0.9294208884239197
650,134,Astoria Beach Hotel,Yeri tam merkezde,olumlu,0.9626608490943909
651,134,Astoria Beach Hotel,"Havuz cocuk havuzu gibi, deniz imkani sunmuyor otel, otopark yok, yemek kisitli, fiyati sunduklarina gore cok yuksek",olumsuz,0.5659211874008179
652,134,Astoria Beach Hotel,Yemekler ve odalar guzel.,olumlu,0.9913345575332642
653,134,Astoria Beach Hotel,Eglence / Aktivite hic yok.  Denizde oel plaji yok .,olumsuz,0.7489213347434998
654,212,Port Nature Luxury Resort Hotel Spa,her zaman biseyler yemek icin secenek olmasi guzel,olumlu,0.9982052445411682
655,212,Port Nature Luxury Resort Hotel Spa,denizi taslik,olumlu,0.707901120185852
656,212,Port Nature Luxury Resort Hotel Spa,Yemek odalar temizlik,olumlu,0.934356689453125
657,212,Port Nature Luxury Resort Hotel Spa,Bebek arabasi kirasi 10 euro olmasi   animasyonlar  daha iyi olabilir,olumlu,0.9008966088294983
658,212,Port Nature Luxury Resort Hotel Spa,sorun yasamadik misafirler birbirlerine gayet saygili ve persnel de bir o kadar da guleryuzlu.,olumlu,0.9821259379386902
659,212,Port Nature Luxury Resort Hotel Spa,1- cok kaliteli pecete bile kullanmalarina ragmen islak mendik zor buluyorduk. 2- personelin cikis yaparken tum musterilerin sanki potansiyel hirsizmis gibi valizlerini dedektor ile aramalari cok rahatsiz etti. bunun yerine giris ve cikislarda magazalardaki gibi dedektor sistemi olsa daha iyi olur dusuncesindeyim. 3- cocuk havuzunda cam kigi buldum ve gorevlilere vererek temizlenmesi konusunda uyardim. daha titiz olursa sevinirim.,olumlu,0.6426288485527039
660,212,Port Nature Luxury Resort Hotel Spa,Yeme icme gayet guzeldi ilgi alaka cok. Iyi cok memnun kaldik,olumlu,0.9977461695671082
661,78,Beach Club Doganay,Cocuk parkurunda calisan arzu hanim ve Huseyin bey cok cok mukemmel insanlardi onlar sayesinde cocuklarimiz cok guzel zaman gecirdiler cok tesekkur ederiz. Genel olarak hersey guzeldi.,olumlu,0.9874042868614197
662,78,Beach Club Doganay,Plajin taslik olmasi,olumlu,0.6219244003295898
663,78,Beach Club Doganay,temiz urun cesidi guzel hizmet kaliteli,olumlu,0.9938478469848633
664,78,Beach Club Doganay,et grubu yemekleri ozensiz.,olumsuz,0.9936224818229675
665,78,Beach Club Doganay,Personeli gayet guler yuzlu ve cok calisan,olumlu,0.9899787902832031
666,78,Beach Club Doganay,Temizlik hijyen yetersiz,olumsuz,0.9703376889228821
667,78,Beach Club Doganay,"tum otel calisanlari ozverili ve guler yuzlu hepsi yardimci olmak icin calisiyorlar. Oda temizligi iyi her gun mini bar dolduruluyor. Cocuk aktiviteleri cok iyi, hayvan dostu bir otel. Animatorler sevimli ve ilgililer. Tam anlamiyla aile oteli",olumlu,0.9728097915649414
668,78,Beach Club Doganay,"Hindi eti cesitlerini dana eti nede vermeliler. Cafe kisminda Cesitlilik arttirilmali, gerekirse personel takviyesi yapilmali.",olumlu,0.6665608882904053
669,78,Beach Club Doganay,Hic olumsuz yonleri yokki ?? hepsi olumlu,olumlu,0.994415819644928
670,78,Beach Club Doganay,5 gun kaldim olumsuz yonlerini goremedim,olumsuz,0.5078199505805969
671,78,Beach Club Doganay,Cocuklar icin cok eglenceli.,olumlu,0.9898423552513123
672,78,Beach Club Doganay,Havuz kucuk. Deniz taslik. Yemekler lezzetsiz.,olumsuz,0.9852065443992615
673,78,Beach Club Doganay,Denize yakin olmasi,olumlu,0.8339029550552368
674,78,Beach Club Doganay,Hizmet kalitesi,olumlu,0.9451111555099487
675,78,Beach Club Doganay,"Yeme icme hizmetleri, eglencesi, temizligi, personelin yaklasimi, otel girisinden cikisina kadar tum deneyimimiz on numara bes yildiz hakkediyor. Yemek ve iceceklerin cesidi, kalitesi, bollugu baska hicbir otelde hatta daha pahali olanlarda bile gormedigim seviyedeydi. Ilk defa istakoz, karides, yengec, kalamar servis eden otel gordum. Hazirlanan kokteyller, alkollu icecek kalitesi, alkolsuzlerin sunumu vs gercekten guzeldi. Gunun her saati otelde yiyecek birsey bulmak mumkun. Personel cok deneyimli, cozum odakli ve guler yuzluydu. Odamiz her gun temizlendi, havlular degistirildi. Animasyon ekibi cok profesyonel ve deneyimliydi. Ozellikle minik misafirlere disco yaptiran ablalara tesekkurler ?? Resepsiyonda calisan arkadaslar da son derece yardimsever ve hizla cozum getiren cinstendi.",olumlu,0.9873067140579224
676,78,Beach Club Doganay,"Denizi ve havuzu olmayan bir yerden gelen misafirler icin deniz guzel gelebilir, aquaparki cazip gorunebilir ancak bizim gibi denizin ve havuzun her turlusunu memleketinde goren Mersinliler icin denizi cocuklu ailelerin ve yuzme bilmeyenlerin girebilmesi cok sikintili derecede kayalik ve dalgaliydi. Denizin temizligine birsey diyemem, zira iskeleden girince baliklarla birlikte yuruyorsunuz. Fakat sahilden giris gercekten cok zor ve keyif vermiyor. Havuzlar uc tane fakat hepsi yukarida yazdigim sebepten dolayi cok kalabalik. Kulac atacak yer yok maalesef ?? Bir de belki kucuk birsey ama plaj havlusu degisimini otelin en uzak kosesine koymak biraz degistirmeyin der gibi olmus. Lutfen havuza ve lobiye yakin bir yere yerlestirin ??",olumsuz,0.710247278213501
677,78,Beach Club Doganay,"Yemek cesitleri coktu ve Yemekler lezetliydi,   Cocuk eglence cesitler coktu.",olumlu,0.9947938323020935
678,78,Beach Club Doganay,Yemekler lezzetliydi,olumlu,0.9341965317726135
679,78,Beach Club Doganay,Bardak ve tabak temizligi kotuydu,olumsuz,0.9975318312644958
680,78,Beach Club Doganay,Lokasyon olarak cok iyiydi yemek leri guzeldi odalar temiz ve duzenliydi,olumlu,0.9914999008178711
